company_name,opportunity_title,function,seniority,year,outcome,notes,closed_date,company_stage_at_placement,geo,candidate_name,opportunity_owner,service_type
Life360,"Life360 - Director, Backend Engineering",Engineering,Director,2019,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Rajeev Dujari; owner=Gino Morell; service=Retained,2019-01-15T00:00:00,Series D,Bay Area,Rajeev Dujari,Gino Morell,Retained
Life360,Life360 - CTO,Engineering,CXO,2019,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Samir Kapoor; owner=Michael Morell; service=Retained,2019-09-03T00:00:00,Series D,Bay Area,Samir Kapoor,Michael Morell,Retained
Life360,Life360 - Director of Test,Engineering,Director,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Anne Dawson; owner=Gino Morell; service=Retained,2020-02-26T00:00:00,Public,Bay Area,Anne Dawson,Gino Morell,Retained
Life360,Life360 - VP Data (as Head of Data),Data/ML/AI,VP,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Eric Gookins; owner=Gino Morell; service=Retained,2020-03-26T00:00:00,Public,Bay Area,Eric Gookins,Gino Morell,Retained
Life360,Life360 - CPO,Product Management,CXO,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Jonathan Benassaya; owner=Andrew Abramson; service=Retained,2020-06-27T00:00:00,Public,Bay Area,Jonathan Benassaya,Andrew Abramson,Retained
Life360,Life360 - Director of Product Analytics,Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Nick Goffeney; owner=Michael Tumasian; service=Retained,2021-02-23T00:00:00,Public,Bay Area,Nick Goffeney,Michael Tumasian,Retained
Life360,"Life360 - Director, Product (Growth)(as VP Product)",Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Corey Bozarth; owner=Austin Douglas; service=Retained,2021-03-05T00:00:00,Public,Bay Area,Corey Bozarth,Austin Douglas,Retained
Life360,"Life360 - VP, Cloud Engineering and Operations (as VP Engineering, Platform and Infrastructure)",Engineering,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Martyn Taylor; owner=George Kaszacs; service=Retained,2021-09-21T00:00:00,Public,Bay Area,Martyn Taylor,George Kaszacs,Retained
LinkedIn,LinkedIn - VP Engineering,Engineering,VP,2008,Placement,owner=Finance Operations; service=Retained,2008-08-25T00:00:00,,,,Finance Operations,Retained
LinkedIn,LinkedIn - VP of Data Infrastructure,Engineering,VP,2025,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Vikram Makhija; owner=James Miller; service=Retained,2025-04-08T00:00:00,Public,Bay Area,Vikram Makhija,James Miller,Retained
LinkedIn,"LinkedIn - VP, GM of Growth",Product Management,VP,2025,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Darius Contractor; owner=Greg Sherman; service=Retained,2025-12-02T00:00:00,Public,Bay Area,Darius Contractor,Greg Sherman,Retained
LinkedIn,LinkedIn - CPO,Product Management,CXO,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Anthony Chavez; owner=Greg Sherman; service=Retained,2026-05-04T00:00:00,Public,Bay Area,Anthony Chavez,Greg Sherman,Retained
LogicMonitor,Logicmonitor - CPO,Product Management,CXO,2022,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Taggart Matthiesen; owner=Bobby Gormsen; service=Retained,2022-11-23T00:00:00,PE-Backed,Bay Area,Taggart Matthiesen,Bobby Gormsen,Retained
LogicMonitor,LogicMonitor - CISO,Information Security,CXO,2023,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Adam Healy; owner=Bobby Gormsen; service=Retained,2023-03-31T00:00:00,PE-Backed,Bay Area,Adam Healy,Bobby Gormsen,Retained
LogicMonitor,LogicMonitor - CISO,Information Security,CXO,2023,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Johnathan Hunt; owner=Bobby Gormsen; service=Retained,2023-03-31T00:00:00,PE-Backed,Bay Area,Johnathan Hunt,Bobby Gormsen,Retained
LogicMonitor,LogicMonitor - CTO,Engineering,CXO,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Prabhu Nakkeeran; owner=Amie Ernst; service=Retained,2026-06-03T00:00:00,PE-Backed,Bay Area,Prabhu Nakkeeran,Amie Ernst,Retained
Lytx,Lytx - CPO,Product Management,CXO,2024,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Angus Norton; owner=Eddie Lee; service=Retained,2024-01-09T00:00:00,PE-Backed,SoCal,Angus Norton,Eddie Lee,Retained
Lytx,Lytx - SVP Technology,Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Scott Loebig; owner=Steve Kasmouski; service=Retained,2024-04-04T00:00:00,PE-Backed,SoCal,Scott Loebig,Steve Kasmouski,Retained
Lytx,Lytx - SVP Product,Product Management,VP,2024,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Brendon Hill; owner=Eddie Lee; service=Retained,2024-11-20T00:00:00,PE-Backed,SoCal,Brendon Hill,Eddie Lee,Retained
Lytx,Lytx - Senior Director of AI,Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Radhakrishna Hiremane; owner=Steve Kasmouski; service=Retained,2026-06-25T00:00:00,PE-Backed,SoCal,Radhakrishna Hiremane,Steve Kasmouski,Retained
McAfee,McAfee - VP Consumer Architecture,Engineering,Architect,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Mahesh Tyagarajan; owner=Chris Rice; service=Retained,2021-01-07T00:00:00,Public,Bay Area,Mahesh Tyagarajan,Chris Rice,Retained
McAfee,McAfee - VP Data Science & Data Engineering,Data/ML/AI,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Stasia Zamyshlyaeva; owner=Chris Rice; service=Bluebird,2021-01-22T00:00:00,Public,Bay Area,Stasia Zamyshlyaeva,Chris Rice,Bluebird
McAfee,McAfee - EVP Tech (CTO),Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Joe Manna; owner=Matt Stravitz; service=Retained,2024-11-14T00:00:00,PE-Backed,Bay Area,Joe Manna,Matt Stravitz,Retained
McAfee,McAfee - Sr Director of Engineering (Martech),Engineering,Director,2025,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Harpal Singh; owner=Matt Stravitz; service=Retained,2025-05-18T00:00:00,PE-Backed,Bay Area,Harpal Singh,Matt Stravitz,Retained
McAfee,McAfee - VP of Engineering,Engineering,VP,2025,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Omer Ansari; owner=Matt Stravitz; service=Retained,2025-05-23T00:00:00,PE-Backed,Bay Area,Omer Ansari,Matt Stravitz,Retained
McAfee,McAfee - VP Product,Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=John Ericksen; owner=Matt Stravitz; service=Retained,2026-02-24T00:00:00,PE-Backed,Bay Area,John Ericksen,Matt Stravitz,Retained
McAfee,McAfee - Confidential VP Infrastructure,Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Girish Byraiah; owner=James Miller; service=Retained,2026-04-01T00:00:00,PE-Backed,Bay Area,Girish Byraiah,James Miller,Retained
McAfee,"McAfee - Vice President, Business Technology & Operations Transformation",Information Technology,Other,2026,Placement,stage_at_placement=PE-Backed; geo=Other Texas; candidate=Brad Cline; owner=Erik Blumberg; service=Retained,2026-04-09T00:00:00,PE-Backed,Other Texas,Brad Cline,Erik Blumberg,Retained
McAfee,McAfee - Sr. Director of Engineering (Checkout),Engineering,Director,2026,Placement,stage_at_placement=PE-Backed; geo=Other Texas; candidate=Satya Cinthakuntla; owner=Erik Blumberg; service=Retained,2026-05-25T00:00:00,PE-Backed,Other Texas,Satya Cinthakuntla,Erik Blumberg,Retained
McAfee,McAfee - Director of Fraud/Risk,Finance,Director,2026,Placement,stage_at_placement=PE-Backed; geo=Other Texas; candidate=Taylor Kemper; owner=Tom Dunn; service=Retained,2026-06-04T00:00:00,PE-Backed,Other Texas,Taylor Kemper,Tom Dunn,Retained
Merative,"Merative - Vice President, Technology Product Management - Truven",Product Management,VP,2025,Placement,stage_at_placement=PE-Backed; geo=Michigan; candidate=Jason Williams; owner=Megan Sleeper; service=Retained,2025-07-01T00:00:00,PE-Backed,Michigan,Jason Williams,Megan Sleeper,Retained
Merative,"Merative - Vice President of Product Management, Merge",Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Chicago; candidate=Andrei Gonzales; owner=Megan Sleeper; service=Retained,2026-05-20T00:00:00,PE-Backed,Chicago,Andrei Gonzales,Megan Sleeper,Retained
Merative,"Merative - Vice President of Product Management, Merge",Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Chicago; candidate=Laurie Bergeron; owner=Megan Sleeper; service=Retained,2026-05-20T00:00:00,PE-Backed,Chicago,Laurie Bergeron,Megan Sleeper,Retained
Model N,Model N - VP of Marketing,Marketing,VP,2012,Placement,stage_at_placement=PE-Backed; candidate=Ken Pulverman; owner=Kevin Buckby; service=Retained,2012-10-04T00:00:00,PE-Backed,,Ken Pulverman,Kevin Buckby,Retained
Model N,Model N - SVP Product Management,Product Management,VP,2017,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Neeraj Gokhale; owner=Iain Grant; service=Retained,2017-08-04T00:00:00,Public,Bay Area,Neeraj Gokhale,Iain Grant,Retained
Model N,Model N - VPP - Life Sciences,Product Management,VP,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Jason Wreath; owner=Iain Grant; service=Retained,2018-08-07T00:00:00,Public,Bay Area,Jason Wreath,Iain Grant,Retained
Model N,Model N - VPP - Life Sciences,Product Management,VP,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Pinaki Ray; owner=Iain Grant; service=Retained,2018-08-07T00:00:00,Public,Bay Area,Pinaki Ray,Iain Grant,Retained
Model N,Model N - VP Cloud Ops,Information Technology,VP,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Raghavan Krishnan; owner=Dante Carpinito; service=Retained,2018-08-24T00:00:00,Public,Bay Area,Raghavan Krishnan,Dante Carpinito,Retained
Model N,Model N - VP Cloud Ops,Information Technology,VP,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Igor Polovinchik; owner=Dante Carpinito; service=Retained,2018-08-24T00:00:00,Public,Bay Area,Igor Polovinchik,Dante Carpinito,Retained
Move,Move Inc. - CPO,Product Management,CXO,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Tapan Bhat; owner=Michael Morell; service=Retained,2015-03-16T00:00:00,Public,Bay Area,Tapan Bhat,Michael Morell,Retained
Move,Move Inc.- CTO,Engineering,CXO,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Suhail Ansari; owner=Michael Morell; service=Retained,2015-10-14T00:00:00,Public,Bay Area,Suhail Ansari,Michael Morell,Retained
Move,Move - SVP/VP Consumer Product,Product Management,VP,2017,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Deepak Thakral; owner=Michael Morell; service=Retained,2017-10-09T00:00:00,Public,Bay Area,Deepak Thakral,Michael Morell,Retained
Move,Move - VP Design,Design/UX,VP,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Stephen Grove; owner=Dirk Cleveland; service=Retained,2018-01-19T00:00:00,Public,Bay Area,Stephen Grove,Dirk Cleveland,Retained
NetDocuments,NetDocuments - CTO,Engineering,CXO,2022,Placement,stage_at_placement=PE-Backed; candidate=John Motz; owner=Justin Cottrell; service=Retained,2022-09-30T00:00:00,PE-Backed,,John Motz,Justin Cottrell,Retained
NetDocuments,NetDocuments - Sr. Director of Engineering,Engineering,Director,2023,Placement,stage_at_placement=PE-Backed; geo=Utah; candidate=Chris DeWitt; owner=Justin Cottrell; service=Retained,2023-11-27T00:00:00,PE-Backed,Utah,Chris DeWitt,Justin Cottrell,Retained
NetDocuments,NetDocuments - SVP Systems & Business Applications,Information Technology,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Other Southwest; candidate=Behshad Beheshti; owner=Justin Cottrell; service=Retained,2024-05-01T00:00:00,PE-Backed,Other Southwest,Behshad Beheshti,Justin Cottrell,Retained
NetDocuments,NetDocuments - VP Product Marketing,Marketing,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Utah; candidate=Manish Rai; owner=Justin Cottrell; service=Retained,2026-02-10T00:00:00,PE-Backed,Utah,Manish Rai,Justin Cottrell,Retained
Nielsen,"Nielsen - SVP Product, Programmatic (Contextual and Audience Based) (Confidential)",Product Management,VP,2025,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Anuradha Kare; owner=Megan Sleeper; service=Retained,2025-06-03T00:00:00,PE-Backed,New York,Anuradha Kare,Megan Sleeper,Retained
Nielsen,"Nielsen - SVP Product, Measurement (Commerce Media)",Product Management,VP,2025,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Prema Sampath; owner=Megan Sleeper; service=Retained,2025-07-11T00:00:00,PE-Backed,New York,Prema Sampath,Megan Sleeper,Retained
Nielsen,"Nielsen - SVP, Product - Content",Product Management,VP,2026,Placement,stage_at_placement=Public; geo=SoCal; candidate=Novena Catalla-Kam; owner=Megan Sleeper; service=Retained,2026-02-09T00:00:00,Public,SoCal,Novena Catalla-Kam,Megan Sleeper,Retained
Octus (fka Reorg),Reorg - CTO,Engineering,CXO,2023,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Vishal Saxena; owner=Robert Seiden; service=Retained,2023-02-24T00:00:00,PE-Backed,New York,Vishal Saxena,Robert Seiden,Retained
Octus (fka Reorg),"Reorg - VP, Head of Information Security",Information Security,Head,2023,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=David Barker; owner=Robert Seiden; service=Retained,2023-10-13T00:00:00,PE-Backed,New York,David Barker,Robert Seiden,Retained
Octus (fka Reorg),"Reorg - VP, AI Engineering & Development",Engineering,VP,2024,Placement,"stage_at_placement=PE-Backed; geo=New York; candidate=Kishore Iyer, Ph.D.; owner=Robert Seiden; service=Retained",2024-04-26T00:00:00,PE-Backed,New York,"Kishore Iyer, Ph.D.",Robert Seiden,Retained
Okta,Okta - VP Engineering,Engineering,VP,2011,Placement,owner=Michael Morell; service=Retained,2011-12-14T00:00:00,,,,Michael Morell,Retained
Okta,Okta - Product,Product Management,Other,2014,Placement,stage_at_placement=Series E+; candidate=George Kwon; owner=Rivi HQ; service=Contingency,2014-08-25T00:00:00,Series E+,,George Kwon,Rivi HQ,Contingency
Okta,Okta - Chief Product Officer,Product Management,CXO,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Diya Jolly; owner=Michael Morell; service=Retained,2019-03-05T00:00:00,Public,Bay Area,Diya Jolly,Michael Morell,Retained
Okta,Okta - VP of Product,Product Management,VP,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Arnab Bose; owner=Andrew Abramson; service=Retained,2019-09-05T00:00:00,Public,Bay Area,Arnab Bose,Andrew Abramson,Retained
Okta,Okta - CSO,Information Security,CXO,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=David Bradbury; owner=Michael Morell; service=Retained,2020-03-17T00:00:00,Public,Bay Area,David Bradbury,Michael Morell,Retained
Okta,Okta - VP Product (Infrastructure),Product Management,VP,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Levent Besik; owner=Andrew Abramson; service=Retained,2020-06-08T00:00:00,Public,Bay Area,Levent Besik,Andrew Abramson,Retained
Okta,"Okta - VP Product, DevOps",Product Management,VP,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Michael Chou; owner=Andrew Abramson; service=Bluebird,2020-06-11T00:00:00,Public,Bay Area,Michael Chou,Andrew Abramson,Bluebird
Okta,Okta - CIO,Information Technology,CXO,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Alvina Antar; owner=Dante Carpinito; service=Retained,2020-06-30T00:00:00,Public,Bay Area,Alvina Antar,Dante Carpinito,Retained
Okta,Okta - VP Enterprise Architecture,Information Technology,VP,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Sanjay Shahani; owner=Dante Carpinito; service=Bluebird,2020-12-22T00:00:00,Public,Bay Area,Sanjay Shahani,Dante Carpinito,Bluebird
Okta,Okta - VP of Data Insights,Data/ML/AI,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Anoop Lalla; owner=Dante Carpinito; service=Retained,2021-01-25T00:00:00,Public,Bay Area,Anoop Lalla,Dante Carpinito,Retained
Okta,"Okta - Sr. Director, Product",Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Ryan Stewart; owner=Andrew Abramson; service=Retained,2021-02-02T00:00:00,Public,Bay Area,Ryan Stewart,Andrew Abramson,Retained
Okta,"Okta - President, Technology and CTO",Engineering,CXO,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Sagnik Nandy; owner=Michael Morell; service=Retained,2021-06-09T00:00:00,Public,Bay Area,Sagnik Nandy,Michael Morell,Retained
Okta,Okta - VP of Engineering,Engineering,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Vivek Raman; owner=Dante Carpinito; service=Retained,2021-08-02T00:00:00,Public,Bay Area,Vivek Raman,Dante Carpinito,Retained
Okta,Okta - VP of Technical Operations (as VP of Infrastructure),Engineering,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Atul Gupta; owner=Dante Carpinito; service=Retained,2021-11-15T00:00:00,Public,Bay Area,Atul Gupta,Dante Carpinito,Retained
Okta,Okta - VP Engineering - Business Tech,Engineering,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Megan Slater; owner=Dante Carpinito; service=Retained,2022-01-26T00:00:00,Public,Bay Area,Megan Slater,Dante Carpinito,Retained
Okta,Okta - President of Products and Technology,Executive Management,CXO,2025,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Ric Smith; owner=Michael Morell; service=Retained,2025-07-24T00:00:00,Public,Bay Area,Ric Smith,Michael Morell,Retained
Oracle,Oracle - VP of Oracle Sales Cloud Development,Engineering,VP,2014,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Hamid Bahadori; owner=Michael Morell; service=Retained,2014-12-23T00:00:00,Public,Bay Area,Hamid Bahadori,Michael Morell,Retained
Oracle,Oracle - VP Public Cloud,Product Management,Other,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Fausto Ibarra; owner=Austin Brizendine; service=Bluebird,2015-02-24T00:00:00,Public,Bay Area,Fausto Ibarra,Austin Brizendine,Bluebird
Oracle,Oracle - VP Product CX,Product Management,VP,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Satnam Singh; owner=Austin Brizendine; service=Retained,2015-03-12T00:00:00,Public,Bay Area,Satnam Singh,Austin Brizendine,Retained
Oracle,Oracle - VP Product BPM,Product Management,VP,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Internal Candidate; owner=Austin Brizendine; service=Retained,2015-06-16T00:00:00,Public,Bay Area,Internal Candidate,Austin Brizendine,Retained
Oracle,Oracle - Sr. DevOps #1,Engineering,Other,2015,Placement,geo=Bay Area; candidate=Alekasandar Veselinov; owner=Rivi HQ; service=Team Svcs Placement,2015-07-10T00:00:00,,Bay Area,Alekasandar Veselinov,Rivi HQ,Team Svcs Placement
Oracle,Oracle - #1 Sr. Principal Eng,Engineering,Other,2015,Placement,geo=Bay Area; candidate=Gurminder Singh; owner=Thor Bucy; service=Team Svcs Placement,2015-08-26T00:00:00,,Bay Area,Gurminder Singh,Thor Bucy,Team Svcs Placement
PagerDuty,PagerDuty - VP Marketing,Marketing,VP,2012,Placement,stage_at_placement=Pre-Seed / Seed; candidate=Ian Brown; owner=Kevin Buckby; service=Retained,2012-06-15T00:00:00,Pre-Seed / Seed,,Ian Brown,Kevin Buckby,Retained
PagerDuty,PagerDuty - VP Engineering,Engineering,VP,2018,Placement,stage_at_placement=Series C; geo=Bay Area; candidate=Gautam Prabhu; owner=Sandy Ma; service=Retained,2018-08-08T00:00:00,Series C,Bay Area,Gautam Prabhu,Sandy Ma,Retained
PagerDuty,PagerDuty - CPO,Product Management,CXO,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Sean Scott; owner=Andrew Abramson; service=Retained,2020-11-30T00:00:00,Public,Bay Area,Sean Scott,Andrew Abramson,Retained
PagerDuty,PagerDuty - Chief Architect,Engineering,Architect,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Philip Jacob; owner=Michael Tumasian; service=Retained,2021-04-19T00:00:00,Public,Bay Area,Philip Jacob,Michael Tumasian,Retained
PagerDuty,PagerDuty - VP Product,Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Dan McCall; owner=Andrew Abramson; service=Retained,2021-06-25T00:00:00,Public,Bay Area,Dan McCall,Andrew Abramson,Retained
Palo Alto Networks,Palo Alto Networks - VP Product,Product Management,VP,2016,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Nilesh Patel; owner=Michael Morell; service=Retained,2016-04-21T00:00:00,Public,Bay Area,Nilesh Patel,Michael Morell,Retained
Palo Alto Networks,Palo Alto Networks - SVP/GM Product,Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Tanya Shastri; owner=Jeff Campbell; service=Retained,2022-02-04T00:00:00,Public,Bay Area,Tanya Shastri,Jeff Campbell,Retained
Palo Alto Networks,"Palo Alto Networks - SVP, GTM and CX Technology",Engineering,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Wing Yu; owner=Jeff Campbell; service=Retained,2022-11-03T00:00:00,Public,Bay Area,Wing Yu,Jeff Campbell,Retained
Panasonic Avionics,Panasonic Avionics Corp - VP of Software Engineering,Engineering,VP,2023,Placement,stage_at_placement=Public; geo=SoCal; candidate=Premkumar Bangole; owner=Chris Rice; service=Paragon,2023-01-02T00:00:00,Public,SoCal,Premkumar Bangole,Chris Rice,Paragon
Panasonic Avionics,Panasonic Avionics - Sr. Dir of Engineering,Engineering,Director,2023,Placement,stage_at_placement=Public; geo=SoCal; candidate=Shariq Osman; owner=Mike Callagy; service=Paragon,2023-01-09T00:00:00,Public,SoCal,Shariq Osman,Mike Callagy,Paragon
Panasonic Avionics,"Panasonic Avionics - Sr. Director, Cybersecurity",Information Security,Director,2023,Placement,stage_at_placement=Public; geo=SoCal; candidate=Kelly Greenhaw; owner=Chris Rice; service=Paragon,2023-06-27T00:00:00,Public,SoCal,Kelly Greenhaw,Chris Rice,Paragon
Panasonic Avionics,"Panasonic Avionics - Senior Director, Cloud Data",Engineering,Director,2023,Placement,stage_at_placement=Public; geo=SoCal; candidate=Ram Chintala; owner=Chris Rice; service=Paragon,2023-09-01T00:00:00,Public,SoCal,Ram Chintala,Chris Rice,Paragon
Panasonic Avionics,"Panasonic Avionics - Sr Director, Head of Platform Engineering",Engineering,Director,2023,Placement,stage_at_placement=Public; geo=SoCal; candidate=Guru Raj; owner=Chris Rice; service=Paragon,2023-09-06T00:00:00,Public,SoCal,Guru Raj,Chris Rice,Paragon
Panasonic Avionics,Panasonic Avionics - Software Engineer (Head-End) (Paragon) (Refill),Engineering,Head,2025,Placement,geo=SoCal; owner=Alby Tam; service=Paragon,2025-02-03T00:00:00,,SoCal,,Alby Tam,Paragon
Panasonic Avionics,"Panasonic Avionics - Sr. Manager, (Seat-End) (Paragon) (Refill)",Engineering,Manager,2025,Placement,geo=SoCal; owner=Mike Callagy; service=Paragon,2025-02-12T00:00:00,,SoCal,,Mike Callagy,Paragon
Panasonic Avionics,Panasonic Avionics - Software Engineer (Head-End) (Paragon) (Refill),Engineering,Head,2025,Placement,geo=SoCal; owner=Mike Callagy; service=Paragon,2025-02-20T00:00:00,,SoCal,,Mike Callagy,Paragon
Panasonic Avionics,"Panasonic Avionics - VP, Platform Innovation & Development",Engineering,VP,2025,Placement,stage_at_placement=Public; geo=SoCal; candidate=Manu Malhotra; owner=Mike Callagy; service=Retained,2025-04-18T00:00:00,Public,SoCal,Manu Malhotra,Mike Callagy,Retained
Panasonic Avionics,Panasonic Avionics - Confidential Platform Engineer,Engineering,IC,2025,Placement,geo=SoCal; owner=Mike Callagy; service=Retained,2025-12-16T00:00:00,,SoCal,,Mike Callagy,Retained
Panasonic Avionics,Panasonic Avionics - Director of Software Engineer,Engineering,Director,2026,Placement,stage_at_placement=Public; geo=SoCal; candidate=Heena Rastogi; owner=Mike Callagy; service=Retained,2026-03-25T00:00:00,Public,SoCal,Heena Rastogi,Mike Callagy,Retained
PayPal,"Paypal - Sr. Director, Data & Analytics, Braintree",Data/ML/AI,Director,2017,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Christopher Nichols; owner=Gino Morell; service=Retained,2017-07-11T00:00:00,Public,Bay Area,Christopher Nichols,Gino Morell,Retained
PayPal,"Paypal - Sr. Director, Data & Analytics, Braintree",Data/ML/AI,Director,2017,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Kelly Ehret; owner=Gino Morell; service=Retained,2017-07-11T00:00:00,Public,Bay Area,Kelly Ehret,Gino Morell,Retained
PayPal,Paypal - Backend Engineer,Engineering,IC,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Robert Hayworth; owner=Will Hunsinger; service=Contingency,2018-02-02T00:00:00,Public,Bay Area,Robert Hayworth,Will Hunsinger,Contingency
PayPal,Paypal - Manager Software Development,Engineering,Manager,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=David Penick; owner=Rivi HQ; service=Contingency,2018-02-08T00:00:00,Public,Bay Area,David Penick,Rivi HQ,Contingency
PayPal,Paypal - Backend Engineer,Engineering,IC,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Tivakar Komaraswami; owner=Rivi HQ; service=Contingency,2018-05-10T00:00:00,Public,Bay Area,Tivakar Komaraswami,Rivi HQ,Contingency
PayPal,PayPal - Sr. Director of Design,Design/UX,Director,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Jason Brightman; owner=Dirk Cleveland; service=Retained,2018-07-16T00:00:00,Public,Bay Area,Jason Brightman,Dirk Cleveland,Retained
PayPal,"PayPal - Sr. Director Commerce Enablement, Product and Engineering",Engineering,Director,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Mary Rosen; owner=Gino Morell; service=Retained,2018-08-27T00:00:00,Public,Bay Area,Mary Rosen,Gino Morell,Retained
PayPal,PayPal - Head of Design - Venmo,Design/UX,Head,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Micah Alpern; owner=Dirk Cleveland; service=Retained,2020-01-10T00:00:00,Public,Bay Area,Micah Alpern,Dirk Cleveland,Retained
PayPal,"PayPal - Director of Product, Shopping Platform (Honey)",Product Management,Director,2021,Placement,stage_at_placement=Public; geo=SoCal; candidate=Alessandro Yamhure; owner=Mike Callagy; service=Retained,2021-08-30T00:00:00,Public,SoCal,Alessandro Yamhure,Mike Callagy,Retained
PayPal,PayPal - Director of Product,Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Jacqueline Karlin; owner=Mike Callagy; service=Bluebird,2021-09-22T00:00:00,Public,Bay Area,Jacqueline Karlin,Mike Callagy,Bluebird
PayPal,PayPal - Sr. Director of Design 2021 (as Sr.Director of Design - Merchant),Design/UX,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Thom Franey; owner=Dirk Cleveland; service=Retained,2021-09-28T00:00:00,Public,Bay Area,Thom Franey,Dirk Cleveland,Retained
PayPal,PayPal - VP Global Product Design,Design/UX,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Scott Hines; owner=Dirk Cleveland; service=Retained,2022-06-09T00:00:00,Public,Bay Area,Scott Hines,Dirk Cleveland,Retained
